"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00044405","1968-09-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-09-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-09-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","  102",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-10-31","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-11-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","  102",",,0,1700","  102",",,0,","  102",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","  127",",,0,1700","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1968-12-31","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   25",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   25",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   25",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   38",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","  272",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-01-31","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   81",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","  127",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   30",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1969-02-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
