"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023130","2001-09-15","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  328",",,W","  150",",,W","   17",",,W"," 1354",",,W"," 1408",",,W","  239",",,W",,,"  100",",,W","  110",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-16","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  300",",,W","  139",",,W","   21",",,W"," 1546",",,W"," 1446",",,W","  222",",,W",,,"  120",",,W","  130",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-17","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  272",",,W","  156",",,W","   24",",,W"," 1628",",,W"," 1513",",,W","  217",",,W","    0",",,W","  120",",,W","  130",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-18","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","  150",",,W","   18",",,W"," 1518",",,W"," 1518",",,W","  217",",,W","    0",",,W","  130",",,W","  130",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-19","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  289",",,W","  144",",,W","   23",",,W"," 1534",",,W"," 1533",",,W","  217",",,W",,,"  110",",,W","  120",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-20","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","  133",",,W","   18",",,W"," 1404",",,W"," 1403",",,W","  206",",,W",,,"  150",",,W","  150",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-21","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  317",",,W","  144",",,W","   13",",,W"," 1436",",,W"," 1439",",,W","  233",",,W",,,"  120",",,W","  140",",,W",,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-22","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  333",",,W","  156",",,W","   12",",,W"," 1428",",,W"," 1418",",,W","  244",",,W",,,"  120",",,W","  130",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-23","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  150",",,W","   13",",,W"," 1621",",,W"," 1259",",,W","  244",",,W",,,"  270",",,W","  130",",,W",,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-24","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  389",",,W","  156",",,W","   14",",,W"," 1435",",,W"," 1604",",,W","  272",",,W","    0",",,W","  280",",,W","  270",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-25","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  361",",,W","  189",",,W","   14",",,W"," 1454",",,W"," 1437",",,W","  278",",,W","    0",",,W","  290",",,W","  280",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-26","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  150",",,W","   14",",,W"," 1640",",,W"," 1438",",,W","  256",",,W",,,"  120",",,W","  140",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-27","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  156",",,W","   14",",,W"," 1439",",,W"," 1114",",,W","  250",",,W",,,"  160",",,W","  130",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-28","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  333",",,W","  139",",,W","   13",",,W"," 1548",",,W"," 1548",",,W","  239",",,W",,,"  110",",,W","  110",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-29","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,W",,,,,"  367",",,W","  150",",,W","    9",",,W"," 1445",",,W"," 1025",",,W","  261",",,W",,,"  160",",,W","  160",",,W",,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-09-30","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  389",",,W","  172",",,W","   20",",,W"," 2159",",,W"," 2158",",,W","  283",",,W",,,"  110",",,W","  110",",,W",,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-01","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  189",",,W","   14",",,W"," 1250",",,W"," 1412",",,W","  272",",,W","    0",",,W","  140",",,W","  200",",,W",,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-02","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  361",",,W","  178",",,W","   14",",,W"," 1504",",,W"," 1518",",,W","  272",",,W","    0",",,W","   90",",,W","  110",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-03","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  289",",,W","  167",",,W","   24",",,W"," 1211",",,W"," 1120",",,W","  228",",,W","    0",",,W","  150",",,W","  140",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-04","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  272",",,W","  161",",,W","   24",",,W"," 1306",",,W"," 1420",",,W","  217",",,W","    0",",,W","  170",",,W","  120",",,W",,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-05","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  156",",,W","   28",",,W"," 1733",",,W"," 1319",",,W","  183",",,W","    0",",,W","  170",",,W","  190",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-06","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  228",",,W","  144",",,W","   25",",,W"," 1640",",,W"," 1640",",,W","  189",",,W","    0",",,W","  160",",,W","  150",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-07","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  244",",,W","  144",",,W","   21",",,W"," 1535",",,W"," 1528",",,W","  194",",,W","    0",",,W","  160",",,W","  150",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-08","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  228",",,W","  122",",,W","   23",",,W"," 1332",",,W"," 1330",",,W","  178",",,W","    0",",,W","  150",",,W","  150",",,W",,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-09","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  144",",,W","   19",",,W"," 1542",",,W"," 1019",",,W","  183",",,W","    0",",,W","  160",",,W","  150",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-10","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  300",",,W","  111",",,W","   12",",,W"," 1532",",,W"," 1424",",,W","  206",",,W","    0",",,W","  140",",,W","  110",",,W",,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-11","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  272",",,W","  117",",,W","   16",",,W"," 1326",",,W"," 1331",",,W","  194",",,W","    0",",,W","  110",",,W","  110",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-12","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  328",",,W","  122",",,W","   31",",,W"," 1312",",,W"," 1321",",,W","  228",",,W","    0",",,W","  360",",,W","   10",",,W",,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-13","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  333",",,W","  156",",,W","   11",",,W"," 1305",",,W"," 1309",",,W","  244",",,W","    0",",,W","  130",",,W","  130",",,W",,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-14","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  122",",,W","   12",",,W"," 1514",",,W"," 1435",",,W","  233",",,W","    0",",,W","  120",",,W","  150",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-15","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  133",",,W","    8",",,W"," 1509",",,W"," 1505",",,W","  239",",,W","    0",",,W","  160",",,W","  150",",,W",,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-16","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  311",",,W","  144",",,W","   13",",,W"," 1349",",,W"," 1416",",,W","  228",",,W","    0",",,W","  120",",,W","  130",",,W",,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-17","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  283",",,W","  117",",,W","    9",",,W"," 1432",",,W"," 1431",",,W","  200",",,W","    0",",,W","  140",",,W","  140",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-18","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","  117",",,W","   13",",,W"," 1330",",,W"," 1307",",,W","  200",",,W","    0",",,W","  140",",,W","  120",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-19","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  306",",,W","  128",",,W","   14",",,W"," 1445",",,W"," 1445",",,W","  217",",,W","    0",",,W","  100",",,W","  100",",,W",,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-20","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  122",",,W","   13",",,W"," 1713",",,W"," 1339",",,W","  183",",,W","    0",",,W","  110",",,W","   90",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-21","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  139",",,W","   12",",,W"," 1537",",,W"," 1838",",,W","  183",",,W","    0",",,W","  160",",,W","   90",",,W",,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-22","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  133",",,W","   16",",,W"," 1620",",,W"," 1607",",,W","  189",",,W","    0",",,W","  150",",,W","  130",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-23","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  233",",,W","  106",",,W","   14",",,W"," 1447",",,W"," 1406",",,W","  172",",,W","    0",",,W","  120",",,W","  140",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-24","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  294",",,W","  133",",,W","   17",",,W"," 1755",",,W"," 1753",",,W","  217",",,W",,,"  100",",,W","  100",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-25","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  289",",,W","  122",",,W","   14",",,W"," 1332",",,W"," 1330",",,W","  206",",,W",,,"  120",",,W","  120",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-26","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  300",",,W","  128",",,W","    8",",,W"," 1450",",,W"," 1459",",,W","  217",",,W",,,"  110",",,W","  100",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-27","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  250",",,W","  128",",,W","    9",",,W"," 1757",",,W"," 1757",",,W","  189",",,W",,,"  260",",,W","  250",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-28","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  139",",,W","   17",",,W"," 1541",",,W"," 1555",",,W","  178",",,W","    0",",,W","  160",",,W","  150",",,W",,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-29","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  233",",,W","  117",",,W","   12",",,W"," 1640",",,W"," 1624",",,W","  178",",,W",,,"  160",",,W","  140",",,W",,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-30","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   25",",,W",,,,,"  183",",,W","  133",",,W","   13",",,W"," 1248",",,W"," 1224",",,W","  161",",,W",,,"  280",",,W","  270",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-10-31","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  111",",,W","   11",",,W"," 1221",",,W"," 1220",",,W","  161",",,W",,,"  140",",,W","  130",",,W",,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-01","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  117",",,W","   16",",,W"," 1439",",,W"," 1439",",,W","  172",",,W","    0",",,W","  160",",,W","  150",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-02","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","  111",",,W","    9",",,W"," 1550",",,W"," 1550",",,W","  161",",,W",,,"  140",",,W","  140",",,W",,,"   40",",,W","   45",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-03","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  267",",,W","   94",",,W","    8",",,W"," 2305",",,W"," 2306",",,W","  183",",,W",,,"  110",",,W","  120",",,W",,,"   31",",,W","   31",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-04","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,W",,,,,"  228",",,W","  133",",,W","   15",",,W"," 0132",",,W"," 0132",",,W","  183",",,W",,,"  110",",,W","  110",",,W",,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-05","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  289",",,W","  111",",,W","   13",",,W"," 2144",",,W"," 1339",",,W","  200",",,W",,,"  110",",,W","  130",",,W",,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-06","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  133",",,W","   17",",,W"," 1523",",,W"," 1904",",,W","  189",",,W","    0",",,W","  130",",,W","  110",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-07","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  139",",,W","   11",",,W"," 1639",",,W"," 1443",",,W","  189",",,W","    0",",,W","  130",",,W","  120",",,W",,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-08","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,W",,,,,"  306",",,W","  106",",,W","    7",",,W"," 1502",",,W"," 1503",",,W","  206",",,W","    0",",,W","  190",",,W","  170",",,W",,,"   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-09","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","  144",",,W","   34",",,W"," 0645",",,W"," 0644",",,W","  211",",,W","    0",",,W","  340",",,W","  330",",,W",,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-10","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,W",,,,,"  200",",,W","  150",",,W","   20",",,W"," 1606",",,W"," 1549",",,W","  178",",,W",,,"  170",",,W","  160",",,W",,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-11","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   10",",,W",,,,,"  172",",,W","  117",",,W","   17",",,W"," 0930",",,W"," 0928",",,W","  144",",,W","    0",",,W","  130",",,W","  140",",,W",,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-12","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","  109",",,W",,,,,"  183",",,W","  100",",,W","   19",",,W"," 1541",",,W"," 1659",",,W","  144",",,W","    0",",,W","  160",",,W","  160",",,W",,,"   94",",,W","  103",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-13","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  200",",,W","   72",",,W","   19",",,W"," 1848",",,W"," 1838",",,W","  139",",,W",,,"  290",",,W","  290",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-14","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","   83",",,W","   18",",,W"," 2355",",,W"," 2354",",,W","  161",",,W",,,"   10",",,W","   20",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-15","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  261",",,W","   89",",,W","    5",",,W"," 1600",",,W",,,"  178",",,W","    0",",,W","  160",",,W","    0",",,W",,,"   40",",,W","    0",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-16","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  256",",,W","   78",",,W","    4",",,W"," 1534",",,W",,,"  167",",,W","    0",",,W","  170",",,W","    0",",,W",,,"   36",",,W","    0",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-17","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","   89",",,W","    8",",,W"," 1541",",,W"," 1538",",,W","  167",",,W",,,"  130",",,W","  140",",,W",,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-18","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  256",",,W","   72",",,W","    8",",,W"," 1601",",,W"," 1553",",,W","  167",",,W",,,"  130",",,W","  120",",,W",,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-19","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","   78",",,W","    9",",,W"," 1519",",,W"," 1522",",,W","  178",",,W",,,"  350",",,W","  340",",,W",,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-20","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","  100",",,W","    9",",,W"," 1329",",,W"," 1329",",,W","  189",",,W",,,"  360",",,W","  330",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-21","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  244",",,W","   94",",,W","   15",",,W"," 1406",",,W"," 1341",",,W","  172",",,W","    0",",,W","  120",",,W","  130",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-22","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","  106",",,W","   16",",,W"," 2243",",,W"," 2242",",,W","  161",",,W","    0",",,W","  340",",,W","  340",",,W",,,"   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-23","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  100",",,W","   39",",,W"," 0154",",,W",,,"  161",",,W","    0",",,W","  350",",,W","    0",",,W",,,"   98",",,W","    0",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-24","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","  183",",,W",,,,,"  150",",,W","   83",",,W","   22",",,W"," 1312",",,W"," 1313",",,W","  117",",,W",,,"  140",",,W","  140",",,W",,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-25","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  150",",,W","   56",",,W","   19",",,W"," 2118",",,W",,,"  106",",,W","    0",",,W","  350",",,W","    0",",,W",,,"   63",",,W","    0",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-26","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  167",",,W","   61",",,W","   36",",,W"," 1903",",,W",,,"  117",",,W","    0",",,W","  340",",,W","    0",",,W",,,"  107",",,W","    0",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-27","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  156",",,W","   83",",,W","   64",",,W"," 1309",",,W",,,"  122",",,W","    0",",,W","  350",",,W","    0",",,W",,,"  107",",,W","    0",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-28","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  161",",,W","   44",",,W","   12",",,W"," 0231",",,W"," 0206",",,W","  106",",,W",,,"  350",",,W","  350",",,W",,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-29","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   23",",,W",,,,,"  117",",,W","   78",",,W","   21",",,W"," 1015",",,W"," 1014",",,W","  100",",,W","    0",",,W","  110",",,W","  110",",,W",,,"   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-11-30","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  161",",,W","   50",",,W","    7",",,W"," 1626",",,W"," 1624",",,W","  106",",,W","    0",",,W","  160",",,W","  170",",,W",,,"   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-01","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  161",",,W","   39",",,W","    8",",,W"," 1238",",,W"," 1216",",,W","  100",",,W",,,"  150",",,W","  170",",,W",,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-02","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    3",",,W",,,,,"  144",",,W","   67",",,W","   18",",,W"," 2200",",,W"," 2124",",,W","  106",",,W",,,"  110",",,W","  140",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-03","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    8",",,W",,,,,"  161",",,W","   89",",,W","   25",",,W"," 2041",",,W"," 2032",",,W","  128",",,W",,,"  320",",,W","  340",",,W",,,"   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-04","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  144",",,W","   50",",,W","   54",",,W"," 1005",",,W"," 1007",",,W","  100",",,W",,,"  340",",,W","  340",",,W",,,"  130",",,W","  156",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-05","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  167",",,W","   17",",,W","   16",",,W"," 2200",",,W"," 2204",",,W","   94",",,W",,,"   10",",,W","   10",",,W",,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-06","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","   94",",,W","   55",",,W"," 1253",",,W"," 1413",",,W","  156",",,W",,,"  340",",,W","  350",",,W",,,"  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-07","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  256",",,W","  150",",,W","   81",",,W"," 1747",",,W"," 1955",",,W","  206",",,W",,,"  360",",,W","  350",",,W",,,"  116",",,W","  156",",,W",,,,,,,,,,,,,,,,,,
"USW00023130","2001-12-08","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","   83",",,W","   65",",,W"," 1219",",,W"," 1218",",,W","  156",",,W",,,"  340",",,W","  340",",,W",,,"  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
