"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023202","1955-12-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  201",",,X,null","    0",",,X","    0",",,X","  172",",,X","  122",",,X"," 1700",",,X",,,"  180","W,,X","  113",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1955-12-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  536",",,X,null","    0",",,X","    0",",,X","  167",",,X","  144",",,X"," 2306",",,X",,,"  225","W,,X","  211",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1955-12-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  239",",,X,null","    0",",,X","    0",",,X","  167",",,X","  100",",,X"," 1036",",,X",,,"  203","W,,X","  200",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1955-12-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  133",",,X","   72",",,X"," 0448",",,X",,,"  158","W,,X","   98",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1955-12-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   61",",,X"," 1830",",,X",,,"  158","W,,X","   72",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1955-12-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  246",",,X,null","    0",",,X","    0",",,X","  156",",,X","   72",",,X"," 1018",",,X",,,"  180","W,,X","  154",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1955-12-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  106",",,X","   44",",,X"," 1236",",,X",,,"  248","W,,X","  144",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1955-12-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   89",",,X","   17",",,X"," 1106",",,X",,,"  360","W,,X","   98",",,X",,,,,,,,,,,,,,,,
"USW00023202","1955-12-29","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   72",",,X","   17",",,X"," 0018",",,X",,,"  338","W,,X","  108",",,X",,,,,,,,,,,,,,,,
"USW00023202","1955-12-30","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   48",",,X,null","    0",",,X","    0",",,X","   78",",,X","   33",",,X"," 1636",",,X",,,"  360","W,,X","  103",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1955-12-31","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    5",",,X,null","    0",",,X","    0",",,X","  100",",,X","   44",",,X"," 0036",",,X",,,"  338","W,,X","   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-01","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   30",",,X,null","    0",",,X","    0",",,X","  128",",,X","   67",",,X"," 0512",",,X",,,"  135","W,,X","  159",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-02","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  100",",,X","   28",",,X"," 1442",",,X",,,"   23","W,,X","   67",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1956-01-03","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   89",",,X","   44",",,X"," 1136",",,X",,,"   45","W,,X","   46",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1956-01-04","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   48",",,X,null","    0",",,X","    0",",,X","  111",",,X","   50",",,X"," 1748",",,X",,,"  225","W,,X","   82",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1956-01-05","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  152",",,X,null","    0",",,X","    0",",,X","  117",",,X","   89",",,X"," 1524",",,X",,,"  135","W,,X","   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-06","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  133",",,X","   56",",,X"," 2342",",,X",,,"  158","W,,X","   98",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-07","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  112",",,X,null","    0",",,X","    0",",,X","  133",",,X","   72",",,X"," 1412",",,X",,,"  180","W,,X","  200",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  111",",,X","   22",",,X"," 0042",",,X",,,"  135","W,,X","   67",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-01-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   30",",,X,null","    0",",,X","    0",",,X","  100",",,X","   61",",,X"," 0648",",,X",,,"   23","W,,X","   62",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1956-01-10","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   48",",,X,null","    0",",,X","    0",",,X","  122",",,X","   89",",,X"," 0242",",,X",,,"  360","W,,X","   72",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1956-01-11","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   67",",,X"," 1506",",,X",,,"  113","W,,X","   57",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1956-01-12","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  100",",,X","   78",",,X"," 1506",",,X",,,"  113","W,,X","   62",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-13","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   61",",,X,null","    0",",,X","    0",",,X","  111",",,X","   83",",,X"," 0924",",,X",,,"  113","W,,X","   57",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-14","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  160",",,X,null","    0",",,X","    0",",,X","  133",",,X","  106",",,X"," 1618",",,X",,,"  135","W,,X","  103",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-15","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  119",",,X,null","    0",",,X","    0",",,X","  144",",,X","   94",",,X"," 1306",",,X",,,"  225","W,,X","  113",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-16","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   72",",,X"," 1006",",,X",,,"  248","W,,X","   87",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-01-17","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  117",",,X","   56",",,X"," 1424",",,X",,,"  225","W,,X","   62",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-01-18","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   13",",,X,null","    0",",,X","    0",",,X","  117",",,X","   78",",,X"," 1142",",,X",,,"   23","W,,X","   82",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1956-01-19","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  117",",,X","   78",",,X"," 1148",",,X",,,"  225","W,,X","   57",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-20","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  140",",,X,null","    0",",,X","    0",",,X","  133",",,X","   94",",,X"," 1700",",,X",,,"  225","W,,X","  113",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  117",",,X","   72",",,X"," 0030",",,X",,,"  225","W,,X","   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  127",",,X,null","    0",",,X","    0",",,X","  128",",,X","  100",",,X"," 2312",",,X",,,"  225","W,,X","  113",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   10",",,X,null","    0",",,X","    0",",,X","  128",",,X","   83",",,X"," 0212",",,X",,,"  248","W,,X","  103",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   86",",,X,null","    0",",,X","    0",",,X","  106",",,X","   67",",,X"," 2348",",,X",,,"  113","W,,X","  118",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  196",",,X,null","    0",",,X","    0",",,X","  111",",,X","   39",",,X"," 0506",",,X",,,"  360","W,,X","  164",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  157",",,X,null","    0",",,X","    0",",,X","  122",",,X","   67",",,X"," 1230",",,X",,,"  203","W,,X","  180",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  147",",,X,null","    0",",,X","    0",",,X","  100",",,X","   56",",,X"," 0724",",,X",,,"  158","W,,X","  123",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-01-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  128",",,X","   50",",,X"," 1106",",,X",,,"  338","W,,X","   98",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-01-29","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  106",",,X","   17",",,X"," 0442",",,X",,,"  360","W,,X","   67",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1956-01-30","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   94",",,X","   22",",,X"," 1518",",,X",,,"   23","W,,X","  103",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-01-31","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  117",",,X","   22",",,X"," 2336",",,X",,,"  338","W,,X","  113",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-01","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   44",",,X"," 0906",",,X",,,"  360","W,,X","  185",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-02","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  106",",,X","   22",",,X"," 0324",",,X",,,"  360","W,,X","  144",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-03","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  128",",,X","    0",",,X"," 0654",",,X",,,"  360","W,,X","   62",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-04","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  128",",,X","   22",",,X"," 1754",",,X",,,"  225","W,,X","  108",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-05","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  161",",,X","   44",",,X"," 2224",",,X",,,"  338","W,,X","  195",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1956-02-06","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   72",",,X"," 0824",",,X",,,"  338","W,,X","  226",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-07","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  156",",,X","   44",",,X"," 0306",",,X",,,"   45","W,,X","   57",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   78",",,X"," 1018",",,X",,,"  360","W,,X","  221",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  161",",,X","   22",",,X"," 0030",",,X",,,"  360","W,,X","   82",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-10","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  150",",,X","   39",",,X"," 0136",",,X",,,"  360","W,,X","   77",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-11","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   28",",,X"," 2036",",,X",,,"  225","W,,X","   57",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-12","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  172",",,X","   39",",,X"," 2324",",,X",,,"  225","W,,X","   93",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-13","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  172",",,X","   67",",,X"," 2342",",,X",,,"  225","W,,X","   93",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-14","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  150",",,X","   50",",,X"," 1012",",,X",,,"  360","W,,X","  118",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-02-15","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   22",",,X"," 2324",",,X",,,"  338","W,,X","  211",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-16","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  111",",,X","   11",",,X"," 0700",",,X",,,"  338","W,,X","  221",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-17","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  122",",,X","   11",",,X"," 1400",",,X",,,"  248","W,,X","  185",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-18","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   -6",",,X"," 2136",",,X",,,"  225","W,,X","   87",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-19","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   84",",,X,null","    0",",,X","    0",",,X","  100",",,X","   50",",,X"," 1406",",,X",,,"  180","W,,X","  221",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-20","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   33",",,X,null","    0",",,X","    0",",,X","  133",",,X","   94",",,X"," 1224",",,X",,,"  180","W,,X","  206",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    8",",,X,null","    0",",,X","    0",",,X","  167",",,X","  106",",,X"," 1236",",,X",,,"  158","W,,X","  195",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  135",",,X,null","    0",",,X","    0",",,X","  156",",,X","   83",",,X"," 1312",",,X",,,"  180","W,,X","  195",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  106",",,X","   56",",,X"," 1248",",,X",,,"  270","W,,X","  123",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  111",",,X","   39",",,X"," 1318",",,X",,,"  225","W,,X","  129",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   20",",,X,null","    0",",,X","    0",",,X","  111",",,X","   61",",,X"," 1136",",,X",,,"  180","W,,X","  175",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-02-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   33",",,X"," 0000",",,X",,,"  180","W,,X","  154",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-02-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   39",",,X"," 1354",",,X",,,"  203","W,,X","   87",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1956-02-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  139",",,X","   22",",,X"," 1506",",,X",,,"  225","W,,X","  149",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1956-02-29","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  144",",,X","   67",",,X"," 1606",",,X",,,"  360","W,,X","   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-03-01","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  172",",,X","   44",",,X"," 1700",",,X",,,"  225","W,,X","  113",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-02","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   72",",,X"," 2306",",,X",,,"  225","W,,X","  185",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-03","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  150",",,X","   72",",,X"," 1806",",,X",,,"  225","W,,X","  144",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-04","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   23",",,X,null","    0",",,X","    0",",,X","  128",",,X","   50",",,X"," 1636",",,X",,,"  203","W,,X","  159",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-03-05","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   38",",,X,null","    0",",,X","    0",",,X","  117",",,X","   50",",,X"," 1706",",,X",,,"  248","W,,X","  180",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1956-03-06","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  117",",,X","   11",",,X"," 1312",",,X",,,"  315","W,,X","  180",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-07","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  156",",,X","   33",",,X"," 2354",",,X",,,"  225","W,,X","   82",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  178",",,X","   61",",,X"," 1642",",,X",,,"  225","W,,X","   98",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   72",",,X"," 1654",",,X",,,"  225","W,,X","   98",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-10","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  194",",,X","   61",",,X"," 1548",",,X",,,"  225","W,,X","   87",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-11","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   89",",,X"," 1642",",,X",,,"  338","W,,X","  236",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-12","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  194",",,X","   72",",,X"," 0324",",,X",,,"  360","W,,X","  216",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-13","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  178",",,X","   44",",,X"," 2024",",,X",,,"  225","W,,X","   87",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-14","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  194",",,X","   89",",,X"," 0818",",,X",,,"  338","W,,X","  154",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-15","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  194",",,X","   56",",,X"," 0918",",,X",,,"  338","W,,X","   82",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-16","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  211",",,X","   67",",,X"," 1036",",,X",,,"  360","W,,X","   62",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-17","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  250",",,X","   83",",,X"," 2230",",,X",,,"  225","W,,X","   82",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-18","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  172",",,X","   83",",,X"," 2224",",,X",,,"  225","W,,X","  180",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-19","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  150",",,X","   89",",,X"," 0012",",,X",,,"  248","W,,X","  149",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-20","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","   56",",,X"," 1648",",,X",,,"  225","W,,X","   98",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","   72",",,X"," 2312",",,X",,,"  225","W,,X","  118",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1956-03-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  178",",,X","   89",",,X"," 0900",",,X",,,"  248","W,,X","  118",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  211",",,X","   78",",,X"," 0042",",,X",,,"  225","W,,X","   93",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  206",",,X","   89",",,X"," 1754",",,X",,,"  225","W,,X","  129",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  178",",,X","   94",",,X"," 1236",",,X",,,"  225","W,,X","  149",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  172",",,X","   72",",,X"," 1006",",,X",,,"  360","W,,X","   87",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  200",",,X","   72",",,X"," 0806",",,X",,,"  338","W,,X","  180",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  228",",,X","   72",",,X"," 1700",",,X",,,"  248","W,,X","   82",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-29","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  217",",,X","   78",",,X"," 2354",",,X",,,"  225","W,,X","  103",",,X",,,,,,,,,,,,,,,,
"USW00023202","1956-03-30","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    5",",,X,null","    0",",,X","    0",",,X","  161",",,X","   83",",,X"," 1430",",,X",,,"  225","W,,X","  159",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1956-03-31","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  139",",,X","   78",",,X"," 1524",",,X",,,"  248","W,,X","  164",",,X",,,,,,,,,,,,,"    1",",,X",,
