"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00044534","1959-06-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  428",",,0","  272",",,0",,,,,"    2",",,0","  152",",,0,0800",,,,,"  185",",,0",,,,,"  267",",,0,0800",,,,
"USC00044534","1959-06-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  444",",,0","  267",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  294",",,0,0800","  108",",,0",,
"USC00044534","1959-06-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  444",",,0","  250",",,0",,,,,,,"  267",",,0,0800",,,,,,,,,,,"  311",",,0,0800","   92",",,0",,
"USC00044534","1959-06-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  422",",,0","  261",",,0",,,,,,,"  157",",,0,0800",,,,,,,,,,,"  278",",,0,0800","  108",",,0",,
"USC00044534","1959-06-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  400",",,0","  206",",,0",,,,,,,"  160",",,0,0800",,,,,,,,,,,"  250",",,0,0800","  129",",,0",,
"USC00044534","1959-06-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  194",",,0",,,,,,,"  140",",,0,0800",,,,,,,,,,,"  222",",,0,0800","  146",",,0",,
"USC00044534","1959-06-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  333",",,0","  178",",,0",,,,,,,"  130",",,0,0800",,,,,,,,,,,"  222",",,0,0800","  140",",,0",,
"USC00044534","1959-06-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  333",",,0","  178",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  189",",,0,0800","  127",",,0",,
"USC00044534","1959-06-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  211",",,0,0800","  142",",,0",,
"USC00044534","1959-06-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  189",",,0",,,,,,,"  130",",,0,0800",,,,,,,,,,,"  250",",,0,0800","  114",",,0",,
"USC00044534","1959-07-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  389",",,0","  228",",,0",,,,,,,"  137",",,0,0800",,,,,,,,,,,"  278",",,0,0800","   85",",,0",,
"USC00044534","1959-07-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  394",",,0","  222",",,0",,,,,,,,,,,,,,,,,,,"  261",",,0,0800",,,,
"USC00044534","1959-07-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  389",",,0","  211",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  244",",,0,0800","  126",",,0",,
"USC00044534","1959-07-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  383",",,0","  211",",,0",,,,,,,"  175",",,0,0800",,,,,,,,,,,"  256",",,0,0800","  100",",,0",,
"USC00044534","1959-07-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  406",",,0","  222",",,0",,,,,,,"  185",",,0,0800",,,,,,,,,,,"  267",",,0,0800",,,,
"USC00044534","1959-07-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  400",",,0","  239",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  244",",,0,0800","  105",",,0",,
"USC00044534","1959-07-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  150",",,0",,,,,,,"  196",",,0,0800",,,,,,,,,,,"  206",",,0,0800","  127",",,0",,
"USC00044534","1959-07-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  339",",,0","  172",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  233",",,0,0800","  109",",,0",,
"USC00044534","1959-07-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  211",",,0",,,,,,,"  135",",,0,0800",,,,,,,,,,,"  283",",,0,0800","  100",",,0",,
"USC00044534","1959-07-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  400",",,0","  256",",,0",,,,,,,"  150",",,0,0800",,,,,,,,,,,"  306",",,0,0800","  116",",,0",,
"USC00044534","1959-07-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  422",",,0","  222",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  317",",,0,0800","  105",",,0",,
"USC00044534","1959-07-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  456",",,0","  267",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  267",",,0,0800","   93",",,0",,
"USC00044534","1959-07-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  428",",,0","  250",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  261",",,0,0800","  114",",,0",,
"USC00044534","1959-07-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  411",",,0","  222",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  233",",,0,0800","   95",",,0",,
"USC00044534","1959-07-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  394",",,0","  217",",,0",,,,,,,"  145",",,0,0800",,,,,,,,,,,"  244",",,0,0800","  111",",,0",,
"USC00044534","1959-07-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  433",",,0","  244",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  244",",,0,0800","   93",",,0",,
"USC00044534","1959-07-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  244",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  261",",,0,0800","   93",",,0",,
"USC00044534","1959-07-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  433",",,0","  222",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  278",",,0,0800","   90",",,0",,
"USC00044534","1959-07-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  411",",,0","  239",",,0",,,,,,,"  150",",,0,0800",,,,,,,,,,,"  272",",,0,0800","  119",",,0",,
"USC00044534","1959-07-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  256",",,0",,,,,,,"  135",",,0,0800",,,,,,,,,,,"  294",",,0,0800","   89",",,0",,
"USC00044534","1959-07-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  422",",,0","  222",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  244",",,0,0800","   98",",,0",,
"USC00044534","1959-07-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  411",",,0","  211",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  222",",I,0,0800","  116",",,0",,
"USC00044534","1959-07-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  389",",,0","  256",",I,0",,,,,,,"  102",",,0,0800",,,,,,,,,,,"  278",",,0,0800","   93",",,0",,
"USC00044534","1959-07-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  400",",,0","  256",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  267",",,0,0800","  113",",,0",,
"USC00044534","1959-07-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  422",",,0","  244",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  278",",,0,0800","  106",",,0",,
"USC00044534","1959-07-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  444",",,0","  272",",,0",,,,,,,,,,,,,,,,,,,"  311",",,0,0800","  111",",,0",,
"USC00044534","1959-07-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  428",",,0","  222",",,0",,,,,,,"  170",",,0,0800",,,,,,,,,,,"  283",",,0,0800","  116",",,0",,
"USC00044534","1959-07-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  422",",,0","  222",",,0",,,,,,,"  165",",,0,0800",,,,,,,,,,,"  278",",,0,0800","   93",",,0",,
"USC00044534","1959-07-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  211",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  283",",,0,0800","  105",",,0",,
"USC00044534","1959-07-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  400",",,0","  222",",,0",,,,,,,"  142",",,0,0800",,,,,,,,,,,"  244",",,0,0800","   98",",,0",,
"USC00044534","1959-07-31","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  233",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  244",",,0,0800","  106",",,0",,
"USC00044534","1959-08-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  411",",,0","  233",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  261",",,0,0800","  108",",,0",,
"USC00044534","1959-08-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  411",",,0","  222",",,0",,,,,,,"  168",",,0,0800",,,,,,,,,,,"  233",",,0,0800","  109",",,0",,
"USC00044534","1959-08-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  206",",,0",,,,,,,"  191",",,0,0800",,,,,,,,,,,"  272",",,0,0800","  148",",,0",,
"USC00044534","1959-08-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  389",",,0","  200",",,0",,,,,,,"  147",",,0,0800",,,,,,,,,,,"  211",",,0,0800","   95",",,0",,
"USC00044534","1959-08-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  378",",,0","  178",",,0",,,,,,,"  152",",,0,0800",,,,,,,,,,,"  189",",,0,0800","  103",",,0",,
"USC00044534","1959-08-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  178",",,0",,,,,,,"  112",",,0,0800",,,,,,,,,,,"  278",",,0,0800","   95",",,0",,
"USC00044534","1959-08-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  406",",,0","  200",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  267",",,0,0800","   97",",,0",,
"USC00044534","1959-08-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  389",",,0","  228",",,0",,,,,,,"  135",",,0,0800",,,,,,,,,,,"  317",",,0,0800","  113",",,0",,
"USC00044534","1959-08-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  400",",,0","  200",",,0",,,,,,,"  147",",,0,0800",,,,,,,,,,,"  267",",,0,0800","   97",",,0",,
"USC00044534","1959-08-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  272",",,0",,,,,,,,,,,,,,,,,,,"  283",",,0,0800",,,,
"USC00044534","1959-08-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  428",",,0","  233",",,0",,,,,,,"  191",",,0,0800",,,,,,,,,,,"  317",",,0,0800","  140",",,0",,
"USC00044534","1959-08-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  417",",,0","  222",",,0",,,,,,,"  168",",,0,0800",,,,,,,,,,,"  283",",,0,0800","  121",",,0",,
"USC00044534","1959-08-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  406",",,0","  233",",,0",,,,,,,"  206",",,0,0800",,,,,,,,,,,"  294",",,0,0800","  140",",,0",,
"USC00044534","1959-08-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  383",",,0","  189",",,0",,,,,,,"  145",",,0,0800",,,,,,,,,,,"  239",",,0,0800","   97",",,0",,
"USC00044534","1959-08-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  372",",,0","  211",",,0",,,,,,,"  137",",,0,0800",,,,,,,,,,,"  233",",,0,0800","  119",",,0",,
"USC00044534","1959-08-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  344",",,0","  222",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  233",",,0,0800","   97",",,0",,
"USC00044534","1959-08-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  378",",,0","  200",",,0",,,,,,,"  140",",,0,0800",,,,,,,,,,,"  239",",,0,0800","   90",",,0",,
"USC00044534","1959-08-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  378",",,0","  194",",,0",,,,,,,"  130",",,0,0800",,,,,,,,,,,"  217",",,0,0800","  105",",,0",,
"USC00044534","1959-08-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  344",",,0","  161",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  183",",,0,0800","  172",",,0",,
"USC00044534","1959-08-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  261",",,0","  139",",,0",,,,,,,"  107",",,0,0800",,,,,,,,,,,"  161",",,0,0800","  212",",,0",,
"USC00044534","1959-08-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","  139",",,0",,,,,,,"   91",",,0,0800",,,,,,,,,,,"  167",",,0,0800","  113",",,0",,
"USC00044534","1959-08-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  289",",,0","  150",",,0",,,,,,,,,,,,,,,,,,,"  200",",,0,0800","  101",",,0",,
"USC00044534","1959-08-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  344",",,0","  172",",,0",,,,,,,"   97",",,0,0800",,,,,,,,,,,"  194",",,0,0800","   79",",,0",,
"USC00044534","1959-08-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  311",",,0","  183",",,0",,,,,,,"   91",",,0,0800",,,,,,,,,,,"  211",",,0,0800","   72",",,0",,
"USC00044534","1959-08-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  378",",,0","  211",",,0",,,,,,,"  102",",,0,0800",,,,,,,,,,,"  250",",,0,0800",,,,
"USC00044534","1959-08-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  378",",,0","  211",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  222",",,0,0800","  111",",,0",,
"USC00044534","1959-08-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  167",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  183",",,0,0800","   85",",,0",,
"USC00044534","1959-08-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  344",",,0","  167",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  194",",,0,0800","  122",",,0",,
"USC00044534","1959-08-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  333",",,0","  156",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  178",",,0,0800","  100",",,0",,
"USC00044534","1959-08-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  156",",,0",,,,,,,"  102",",,0,0800",,,,,,,,,,,"  194",",,0,0800","   93",",,0",,
"USC00044534","1959-08-31","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  167",",,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,"  233",",,0,0800","   72",",,0",,
"USC00044534","1959-09-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  144",",,0",,,,,,,"  140",",,0,0800",,,,,,,,,,,"  189",",I,0,0800","   93",",,0",,
"USC00044534","1959-09-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  200",",I,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  228",",,0,0800","   82",",,0",,
"USC00044534","1959-09-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  378",",,0","  156",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  172",",,0,0800",,,,
"USC00044534","1959-09-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  339",",,0","  156",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  206",",,0,0800","   87",",,0",,
"USC00044534","1959-09-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  322",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,"  189",",,0,0800","   95",",,0",,
"USC00044534","1959-09-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  167",",,0",,,,,,,"  107",",,0,0800",,,,,,,,,,,"  233",",,0,0800","   68",",,0",,
"USC00044534","1959-09-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  356",",,0","  122",",,0",,,,,,,"   71",",,0,0800",,,,,,,,,,,"  239",",,0,0800","   80",",,0",,
"USC00044534","1959-09-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  367",",,0","  167",",,0",,,,,,,"  127",",,0,0800",,,,,,,,,,,"  244",",,0,0800","   98",",,0",,
"USC00044534","1959-09-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  389",",,0","  200",",,0",,,,,,,"  140",",,0,0800",,,,,,,,,,,"  211",",,0,0800","  113",",,0",,
"USC00044534","1959-09-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  217",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  217",",,0,0800","   95",",,0",,
"USC00044534","1959-09-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  356",",,0","  189",",,0",,,,,,,"  107",",,0,0800",,,,,,,,,,,"  200",",,0,0800","  111",",,0",,
"USC00044534","1959-09-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  350",",,0","  194",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  222",",,0,0800","   95",",,0",,
"USC00044534","1959-09-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  361",",,0","  211",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  233",",,0,0800","  117",",,0",,
"USC00044534","1959-09-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  356",",,0","  161",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  178",",,0,0800","  117",",,0",,
"USC00044534","1959-09-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  261",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,"  144",",,0,0800","  129",",,0",,
"USC00044534","1959-09-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  250",",,0","  111",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  139",",,0,0800","   98",",,0",,
"USC00044534","1959-09-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  256",",,0","  122",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  144",",,0,0800","   98",",,0",,
"USC00044534","1959-09-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  272",",,0","  144",",,0",,,,,,,"   94",",,0,0800",,,,,,,,,,,"  194",",,0,0800","  293",",,0",,
"USC00044534","1959-09-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  261",",,0","  183",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  206",",,0,0800","  346",",,0",,
"USC00044534","1959-09-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  294",",,0","  156",",,0",,,,,,,"   71",",,0,0800",,,,,,,,,,,"  178",",,0,0800","  211",",,0",,
"USC00044534","1959-09-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  311",",,0","  144",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  178",",,0,0800","  109",",,0",,
"USC00044534","1959-09-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  278",",,0","  128",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  150",",,0,0800","   82",",,0",,
"USC00044534","1959-09-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  300",",,0","  139",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  178",",,0,0800","   89",",,0",,
"USC00044534","1959-09-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  311",",,0","  144",",,0",,,,,,,"   91",",,0,0800",,,,,,,,,,,"  194",",,0,0800","   82",",,0",,
"USC00044534","1959-09-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  322",",,0","  161",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  172",",,0,0800","   85",",,0",,
"USC00044534","1959-09-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  322",",,0","  161",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  217",",,0,0800","  134",",,0",,
"USC00044534","1959-09-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  322",",,0","  178",",,0",,,,,,,"   91",",,0,0800",,,,,,,,,,,"  217",",,0,0800","  134",",,0",,
"USC00044534","1959-09-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  294",",,0","  128",",,0",,,,,,,"  114",",,0,0800",,,,,,,,,,,"  189",",,0,0800","  154",",,0",,
"USC00044534","1959-09-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  283",",,0","  100",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  178",",,0,0800","  105",",,0",,
"USC00044534","1959-09-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  283",",,0","  122",",,0",,,,,,,"   91",",,0,0800",,,,,,,,,,,"  200",",,0,0800","   98",",,0",,
"USC00044534","1959-10-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  278",",,0","  133",",,0",,,,,,,"   84",",,0,0800",,,,,,,,,,,"  172",",,0,0800","  106",",,0",,
"USC00044534","1959-10-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  267",",,0","  111",",,0",,,,,,,"   76",",,0,0800",,,,,,,,,,,"  178",",,0,0800","   97",",,0",,
"USC00044534","1959-10-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  278",",,0","  156",",,0",,,,,,,"   38",",,0,0800",,,,,,,,,,,"  167",",,0,0800","   87",",,0",,
"USC00044534","1959-10-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  278",",,0","  111",",,0",,,,,,,"   46",",,0,0800",,,,,,,,,,,"  139",",I,0,0800","  135",",,0",,
