"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023119","1954-02-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   67",",,X",,," 1618",",,X",,,,,"   23","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   56",",,X",,," 1524",",,X",,,,,"  293","W,,X",,,,,"   27",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","   56",",,X",,," 1154",",,X",,,,,"   68","W,,X",,,,,"   27",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","   72",",,X",,," 1454",",,X",,,,,"   45","W,,X",,,,,"   58",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  128",",,X",,," 0612",",,X",,,,,"   23","W,,X",,,,,"   63",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","   72",",,X",,," 1512",",,X",,,,,"  293","W,,X",,,,,"   54",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","   72",",,X",,," 1836",",,X",,,,,"  315","W,,X",,,,,"   63",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-02-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  178",",,X","   72",",,X",,," 1730",",,X",,,,,"  293","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-02-27","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  239",",,X","   94",",,X",,," 1636",",,X",,,,,"   68","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-02-28","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   78",",,X",,," 0042",",,X",,,,,"   90","W,,X",,,,,"   89",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-01","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   72",",,X",,," 1624",",,X",,,,,"  293","W,,X",,,,,"   58",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-02","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   78",",,X",,," 1454",",,X",,,,,"  293","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-03","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  161",",,X","   61",",,X",,," 1730",",,X",,,,,"  293","W,,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-03-04","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   89",",,X",,," 1406",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-05","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   61",",,X",,," 1324",",,X",,,,,"  270","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   78",",,X",,," 1400",",,X",,,,,"  293","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","   50",",,X",,," 1624",",,X",,,,,"  293","W,,X",,,,,"   85",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  228",",,X","  111",",,X",,," 1042",",,X",,,,,"   23","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-03-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","  100",",,X",,," 1536",",,X",,,,,"  293","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-10","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  156",",,X","   94",",,X",,," 2130",",,X",,,,,"  248","W,,X",,,,,"  116",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-03-11","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   50",",,X",,," 0318",",,X",,,,,"  248","W,,X",,,,,"  125",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-03-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   22",",,X",,," 1542",",,X",,,,,"  338","W,,X",,,,,"  156",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-03-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","  -11",",,X",,," 1536",",,X",,,,,"  293","W,,X",,,,,"  116",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-03-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","   22",",,X",,," 1000",",,X",,,,,"   45","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-03-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   22",",,X",,," 1618",",,X",,,,,"  293","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-03-16","33.9","-117.25","468.2","MARCH AFB, CA US","  224",",,X","    0",",,X","    0",",,X","  156",",,X","    6",",,X",,," 1730",",,X",,,,,"  158","W,,X",,,,,"  179",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-17","33.9","-117.25","468.2","MARCH AFB, CA US","   56",",,X","    0",",,X","    0",",,X","  117",",,X","   28",",,X",,," 0230",",,X",,,,,"  203","W,,X",,,,,"   89",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  150",",,X","   28",",,X",,," 1412",",,X",,,,,"  248","W,,X",,,,,"   80",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-03-19","33.9","-117.25","468.2","MARCH AFB, CA US","    8",",,X","    0",",,X","    0",",,X","  122",",,X","   56",",,X",,," 1506",",,X",,,,,"  158","W,,X",,,,,"   76",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-20","33.9","-117.25","468.2","MARCH AFB, CA US","   69",",,X","    0",",,X","    0",",,X","  144",",,X","   61",",,X",,," 0248",",,X",,,,,"  180","W,,X",,,,,"  103",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-21","33.9","-117.25","468.2","MARCH AFB, CA US","  127",",,X","    0",",,X","    0",",,X","  133",",,X","   83",",,X",,," 1412",",,X",,,,,"  158","W,,X",,,,,"   49",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-22","33.9","-117.25","468.2","MARCH AFB, CA US","  155",",,X","    0",",,X","    0",",,X","  128",",,X","   67",",,X",,," 1830",",,X",,,,,"  270","W,,X",,,,,"   85",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-03-23","33.9","-117.25","468.2","MARCH AFB, CA US","   38",",,X","    0","T,,X","    0",",,X","  106",",,X","   50",",,X",,," 1336",",,X",,,,,"  270","W,,X",,,,,"  116",",,X","    1",",,X",,,,,,,"    1",",,X",,,,,,,"    1",",,X",,
"USW00023119","1954-03-24","33.9","-117.25","468.2","MARCH AFB, CA US","   48",",,X","    0",",,X","    0",",,X","   94",",,X","   50",",,X",,," 1624",",,X",,,,,"  248","W,,X",,,,,"  112",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-25","33.9","-117.25","468.2","MARCH AFB, CA US","   33",",,X","    0",",,X","    0",",,X","  144",",,X","   50",",,X",,," 1606",",,X",,,,,"  315","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   17",",,X",,," 1336",",,X",,,,,"  270","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-27","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   33",",,X",,," 1354",",,X",,,,,"  270","W,,X",,,,,"   54",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-28","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   72",",,X",,," 1442",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-03-29","33.9","-117.25","468.2","MARCH AFB, CA US","   43",",,X","    0",",,X","    0",",,X","  128",",,X","   50",",,X",,," 1124",",,X",,,,,"  180","W,,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-03-30","33.9","-117.25","468.2","MARCH AFB, CA US","   33",",,X","    0",",,X","    0",",,X","  144",",,X","   72",",,X",,," 0336",",,X",,,,,"  225","W,,X",,,,,"  112",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-03-31","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   72",",,X",,," 1442",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-01","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   50",",,X",,," 1318",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-02","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   67",",,X",,," 1648",",,X",,,,,"  293","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-03","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   72",",,X",,," 1700",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-04","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   67",",,X",,," 1348",",,X",,,,,"  270","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-05","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   72",",,X",,," 1854",",,X",,,,,"  293","W,,X",,,,,"   85",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   83",",,X",,," 1554",",,X",,,,,"  293","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   89",",,X",,," 1318",",,X",,,,,"  270","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   72",",,X",,," 1618",",,X",,,,,"  293","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   94",",,X",,," 1636",",,X",,,,,"  293","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-10","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  233",",,X","   89",",,X",,," 1530",",,X",,,,,"  293","W,,X",,,,,"   85",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-11","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","  100",",,X",,," 1536",",,X",,,,,"  270","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","   67",",,X",,," 1448",",,X",,,,,"  293","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","   89",",,X",,," 1424",",,X",,,,,"  293","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  206",",,X","  106",",,X",,," 1136",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  278",",,X","  117",",,X",,," 1418",",,X",,,,,"  293","W,,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  122",",,X",,," 1400",",,X",,,,,"  293","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  350",",,X","  133",",,X",,," 1442",",,X",,,,,"  293","W,,X",,,,,"   94",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  122",",,X",,," 1406",",,X",,,,,"  293","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  239",",,X","  100",",,X",,," 1248",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  228",",,X","  117",",,X",,," 1712",",,X",,,,,"  270","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  222",",,X","  106",",,X",,," 1406",",,X",,,,,"  293","W,,X",,,,,"   54",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","  106",",,X",,," 1454",",,X",,,,,"  293","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","  106",",,X",,," 1612",",,X",,,,,"  293","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  194",",,X","  100",",,X",,," 1224",",,X",,,,,"  293","W,,X",,,,,"   85",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-04-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  178",",,X","  100",",,X",,," 1236",",,X",,,,,"  293","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1954-04-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   83",",,X",,," 1454",",,X",,,,,"  293","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-27","33.9","-117.25","468.2","MARCH AFB, CA US","   25",",,X","    0",",,X","    0",",,X","  167",",,X","  100",",,X",,," 1624",",,X",,,,,"  293","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-28","33.9","-117.25","468.2","MARCH AFB, CA US","   25",",,X","    0",",,X","    0",",,X","  183",",,X","   94",",,X",,," 1600",",,X",,,,,"  270","W,,X",,,,,"   94",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-04-29","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","  100",",,X",,," 1548",",,X",,,,,"  293","W,,X",,,,,"   98",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-04-30","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  172",",,X","   83",",,X",,," 1342",",,X",,,,,"  270","W,,X",,,,,"  116",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-01","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   56",",,X",,," 1536",",,X",,,,,"  180","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1954-05-02","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","   56",",,X",,," 1724",",,X",,,,,"  293","W,,X",,,,,"   89",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-05-03","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","   83",",,X",,," 1612",",,X",,,,,"  293","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-04","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","   94",",,X",,," 1524",",,X",,,,,"  293","W,,X",,,,,"   85",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1954-05-05","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","  100",",,X",,," 1418",",,X",,,,,"  293","W,,X",,,,,"   85",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   94",",,X",,," 1430",",,X",,,,,"  293","W,,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  228",",,X","   94",",,X",,," 1606",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","  106",",,X",,," 1400",",,X",,,,,"  293","W,,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  194",",,X","  106",",,X",,," 1442",",,X",,,,,"  315","W,,X",,,,,"   98",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-10","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   94",",,X",,," 1818",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-11","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","   94",",,X",,," 1354",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","   94",",,X",,," 1642",",,X",,,,,"  315","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  261",",,X","  117",",,X",,," 1812",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  267",",,X","  122",",,X",,," 1818",",,X",,,,,"  293","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  183",",,X","  117",",,X",,," 1442",",,X",,,,,"  360","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1954-05-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  106",",,X",,," 1154",",,X",,,,,"  293","W,,X",,,,,"   58",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  117",",,X",,," 1606",",,X",,,,,"  315","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  122",",,X",,," 1518",",,X",,,,,"  338","W,,X",,,,,"   80",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  133",",,X",,," 1330",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  133",",,X",,," 1424",",,X",,,,,"  293","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  128",",,X",,," 1454",",,X",,,,,"  360","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  122",",,X",,," 1248",",,X",,,,,"  293","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  111",",,X",,," 1506",",,X",,,,,"  293","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  117",",,X",,," 1618",",,X",,,,,"  293","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  106",",,X",,," 1624",",,X",,,,,"  248","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1954-05-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  117",",,X",,," 1754",",,X",,,,,"  315","W,,X",,,,,"   76",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
