"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00023275","2001-07-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  317",",,W","  122",",,W","   14",",,W"," 1448",",,W"," 1449",",,W","  222",",,W","    0",",,W","  340",",,W","  360",",,W","   63",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-07-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  333",",,W","  117",",,W","   22",",,W"," 1258",",,W"," 1418",",,W","  228",",,W","    0",",,W","  330",",,W","  310",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-07-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  328",",,W","  133",",,W","   21",",,W"," 1350",",,W"," 1423",",,W","  233",",,W","    0",",,W","  230",",,W","  200",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-07-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  311",",,W","  122",",,W","   29",",,W"," 1717",",,W"," 1822",",,W","  217",",,W","    0",",,W","   10",",,W","   20",",,W","   72",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-07-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","  122",",,W","   23",",,W"," 1442",",,W"," 1441",",,W","  200",",,W","    0",",,W","  340",",,W","  340",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-07-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  306",",,W","  100",",,W","   18",",,W"," 1401",",,W"," 1400",",,W","  206",",,W","    0",",,W","  320",",,W","  320",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-07-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  322",",,W","  117",",,W","   21",",,W"," 1610",",,W"," 1432",",,W","  222",",,W","    0",",,W","  290",",,W","  310",",,W","   72",",,W","  107",",,W",,,,,,,,,,
"USW00023275","2001-07-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  294",",,W","  111",",,W","   21",",,W"," 1801",",,W"," 1800",",,W","  206",",,W","    0",",,W","   20",",,W","   20",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-07-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  283",",,W","  111",",,W","   23",",,W"," 1240",",,W"," 1649",",,W","  200",",,W","    0",",,W","   30",",,W","  340",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-07-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  300",",,W","   94",",,W","   18",",,W"," 1720",",,W"," 1719",",,W","  200",",,W","    0",",,W","  260",",,W","  300",",,W","   76",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2001-07-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  122",",,W","   13",",,W"," 1540",",,W"," 1539",",,W","  233",",,W","    0",",,W","  300",",,W","  300",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-07-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  372",",,W","  139",",,W","   18",",,W"," 1703",",,W"," 1742",",,W","  256",",,W","    0",",,W","  320",",,W","  320",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-07-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  361",",,W","  139",",,W","   26",",,W"," 1549",",,W"," 1601",",,W","  250",",,W","    0",",,W","  140",",,W","  160",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-07-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  378",",,W","  122",",,W","   27",",,W"," 1717",",,W"," 1522",",,W","  250",",,W",,,"   30",",,W","  310",",,W","   58",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-07-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  128",",,W","   29",",,W"," 1513",",,W"," 1510",",,W","  239",",,W",,,"  150",",,W","  150",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-07-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  128",",,W","   20",",,W"," 1541",",,W"," 1429",",,W","  244",",,W",,,"  140",",,W","  130",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-07-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  122",",,W","   19",",,W"," 1434",",,W"," 1733",",,W","  233",",,W",,,"  300",",,W","  340",",,W","   63",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-07-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  317",",,W","  128",",,W","   34",",,W"," 1443",",,W"," 1455",",,W","  222",",,W",,,"  310",",,W","  310",",,W","   98",",,W","  143",",,W",,,,,,,,,,
"USW00023275","2001-07-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  250",",,W","  161",",,W","   27",",,W"," 1326",",,W"," 0946",",,W","  206",",,W","    0",",,W","  350",",,W","  340",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-07-31","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  333",",,W","  122",",,W","   14",",,W"," 1503",",,W"," 1459",",,W","  228",",,W",,,"  280",",,W","  290",",,W","   76",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2001-08-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,X",,,,,"  344",",,X","  128",",,X","   20",",,X"," 1805",",,X"," 1314",",,W","  239",",,W",,,"  360",",,X","  260",",,X","   76",",,X","  103",",,X",,,,,,,,,,
"USW00023275","2001-08-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,X",,,,,"  339",",,X","  122",",,X","   16",",,X"," 1918",",,X"," 1918",",,W","  233",",,W","    0",",,W","  340",",,X","  350",",,X","   67",",,X","   76",",,X",,,,,,,,,,
"USW00023275","2001-08-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  294",",,W","  122",",,W","   28",",,W"," 1213",",,W"," 1215",",,W","  211",",,W","    0",",,W","   20",",,W","   10",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-08-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  272",",,W","  139",",,W","   27",",,W"," 1524",",,W"," 1616",",,W","  206",",,W","    0",",,W","  340",",,W","  320",",,W","   76",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-08-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  322",",,W","  111",",,W","   16",",,W"," 1427",",,W"," 1616",",,W","  217",",,W","    0",",,W","  340",",,W","  350",",,W","   67",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-08-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  122",",,W","   16",",,W"," 1448",",,W"," 1536",",,W","  239",",,W","    0",",,W","  330",",,W","  340",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-08-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  406",",,W","  139",",,W","   11",",,W"," 1714",",,W"," 1713",",,W","  272",",,W","    0",",,W","  270",",,W","  270",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  406",",,W","  172",",,W","   18",",,W"," 1731",",,W"," 1730",",,W","  289",",,W",,,"   30",",,W","   30",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-08-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  322",",,W","  133",",,W","   38",",,W"," 1559",",,W"," 1340",",,W","  228",",,W",,,"  150",",,W","  160",",,W","   72",",,W","  103",",,W",,,,,,,,,,
"USW00023275","2001-08-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  328",",,W","  128",",,W","   20",",,W"," 1732",",,W"," 1753",",,W","  228",",,W",,,"   20",",,W","   20",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-08-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  117",",,W","   14",",,W"," 1454",",,W"," 1453",",,W","  239",",,W",,,"  140",",,W","  150",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-08-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  306",",,W","  117",",,W","   22",",,W"," 1354",",,W"," 1348",",,W","  211",",,W",,,"  140",",,W","  160",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  322",",,W","   94",",,W","   13",",,W"," 1611",",,W"," 1610",",,W","  211",",,W",,,"   30",",,W","   30",",,W","   63",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-08-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  106",",,W","   12",",,W"," 1546",",,W"," 1545",",,W","  233",",,W",,,"  260",",,W","  260",",,W","   63",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-08-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  367",",,W","  117",",,W","   13",",,W"," 1601",",,W"," 1600",",,W","  244",",,W",,,"  260",",,W","  260",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-08-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  383",",,W","  128",",,W","   13",",,W"," 1419",",,W"," 1459",",,W","  256",",,W",,,"  340",",,W","  280",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  350",",,W","  139",",,W","   21",",,W"," 1327",",,W"," 1329",",,W","  244",",,W",,,"  340",",,W","  350",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  122",",,W","   23",",,W"," 1626",",,W"," 1506",",,W","  233",",,W",,,"   20",",,W","   30",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  117",",,W","   15",",,W"," 1515",",,W"," 1514",",,W","  239",",,W",,,"  260",",,W","  260",",,W","   58",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-08-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  306",",,W","  106",",,W","   26",",,W"," 1800",",,W"," 2301",",,W","  206",",,W",,,"  350",",,W","  360",",,W","   72",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-08-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  267",",,W","  106",",,W","   35",",,W"," 1611",",,W"," 1017",",,W","  189",",,W",,,"  320",",,W","  330",",,W","   67",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-08-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  250",",,W","  133",",,W","   25",",,W"," 1535",",,W"," 1349",",,W","  194",",,W","    0",",,W","  250",",,W","  270",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  267",",,W","  122",",,W","   15",",,W"," 1740",",,W"," 1454",",,W","  194",",,W","    0",",,W","   30",",,W","  260",",,W","   54",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-08-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  317",",,W","  144",",,W","   21",",,W"," 1402",",,W"," 1354",",,W","  233",",,W","    0",",,W","  330",",,W","  330",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  350",",,W","  106",",,W","   14",",,W"," 1719",",,W"," 1649",",,W","  228",",,W","    0",",,W","  350",",,W","   20",",,W","   67",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-08-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  372",",,W","  106",",,W","   17",",,W"," 1711",",,W"," 1917",",,W","  239",",,W","    0",",,W","   20",",,W","   30",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-08-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  372",",,W","  122",",,W","   23",",,W"," 1546",",,W"," 1600",",,W","  250",",,W","    0",",,W","   20",",,W","   30",",,W","   76",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2001-08-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  133",",,W","   30",",,W"," 2050",",,W"," 1645",",,W","  244",",,W","    0",",,W","   30",",,W","  310",",,W","   72",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2001-08-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  361",",,W","  150",",,W","   16",",,W"," 1650",",,W"," 1649",",,W","  256",",,W","    0",",,W","   20",",,W","   20",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-08-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  322",",,W","  122",",,W","   27",",,W"," 1534",",,W"," 1534",",,W","  222",",,W","    0",",,W","  280",",,W","  290",",,W","   58",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-08-31","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  117",",,W","   11",",,W"," 1619",",,W"," 1618",",,W","  228",",,W","    0",",,W","  280",",,W","  270",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-09-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  350",",,W","  117",",,W","   10",",,W"," 1546",",,W"," 1545",",,W","  233",",,W","    0",",,W","  270",",,W","  280",",,W","   63",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-09-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  117",",,W","   14",",,W"," 1734",",,W"," 1831",",,W","  233",",,W","    0",",,W","   10",",,W","  340",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-09-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  356",",,W","  100",",,W","   10",",,W"," 1553",",,W"," 1553",",,W","  228",",,W","    0",",,W","  250",",,W","  250",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-09-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  100",",,W","   15",",,W"," 1508",",,W"," 1519",",,W","  222",",,W","    0",",,W","  280",",,W","  270",",,W","   67",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-09-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  306",",,W","  111",",,W","   19",",,W"," 1432",",,W"," 1432",",,W","  211",",,W","    0",",,W","  260",",,W","  270",",,W","   80",",,W","  103",",,W",,,,,,,,,,
"USW00023275","2001-09-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  350",",,W","   89",",,W","    6",",,W"," 1516",",,W"," 1515",",,W","  222",",,W","    0",",,W","  330",",,W","  330",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-09-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  372",",,W","   94",",,W","   13",",,W"," 1606",",,W"," 1558",",,W","  233",",,W","    0",",,W","  230",",,W","  210",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-09-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  311",",,W","   94",",,W","   24",",,W"," 1327",",,W"," 1323",",,W","  206",",,W","    0",",,W","  150",",,W","  140",",,W","   67",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-09-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  256",",,W","  122",",,W","   29",",,W"," 1602",",,W"," 1428",",,W","  189",",,W","    0",",,W","  150",",,W","  130",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-09-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  283",",,W","  117",",,W","   14",",,W"," 1500",",,W"," 1459",",,W","  200",",,W","    0",",,W","  300",",,W","  300",",,W","   72",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-09-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  289",",,W","   89",",,W","    9",",,W"," 1524",",,W"," 1545",",,W","  189",",,W","    0",",,W","   40",",,W","   40",",,W","   40",",,W","   54",",,W",,,,,,,,,,
"USW00023275","2001-09-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  306",",,W","  106",",,W","   17",",,W"," 1453",",,W"," 1620",",,W","  206",",,W",,,"  300",",,W","  350",",,W","   72",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-09-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  322",",,W","  100",",,W","   15",",,W"," 1250",",,W"," 1441",",,W","  211",",,W",,,"  140",",,W","  150",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-09-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  122",",,W","   12",",,W"," 1621",",,W"," 1613",",,W","  233",",,W",,,"  260",",,W","  270",",,W","   63",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-09-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  333",",,W","  111",",,W","   17",",,W"," 1557",",,W"," 1556",",,W","  222",",,W",,,"   30",",,W","   30",",,W","   76",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-09-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  328",",,W","  122",",,W","   11",",,W"," 1541",",,W"," 1540",",,W","  228",",,W",,,"   40",",,W","   30",",,W","   76",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-09-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  111",",,W","   13",",,W"," 1516",",,W"," 1451",",,W","  228",",,W","    0",",,W","  230",",,W","  220",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-09-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  344",",,W","  111",",,W","    7",",,W"," 1611",",,W"," 1738",",,W","  228",",,W","    0",",,W","  320",",,W","  350",",,W","   54",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-09-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  106",",,W","   12",",,W"," 1450",",,W"," 1450",",,W","  222",",,W",,,"  150",",,W","  150",",,W","   72",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-09-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","  111",",,W","   12",",,W"," 1316",",,W"," 1626",",,W","  228",",,W",,,"  140",",,W","  250",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-09-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  350",",,W","   89",",,W","    9",",,W"," 1520",",,W"," 1520",",,W","  222",",,W",,,"  320",",,W","  320",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-09-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  339",",,W","   89",",,W","   13",",,W"," 1803",",,W"," 1802",",,W","  217",",,W",,,"  150",",,W","  140",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-09-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  283",",,W","   67",",,W","   17",",,W"," 1247",",,W"," 1247",",,W","  178",",,W",,,"  150",",,W","  160",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2001-09-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   53",",,W",,,,,"  250",",,W","   78",",,W","   16",",,W"," 1831",",,W"," 1823",",,W","  167",",,W","    0",",,W","  300",",,W","  270",",,W","   58",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-09-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,,,"  244",",,W","  122",",,W","    8",",,W"," 1652",",,W"," 1652",",,W","  183",",,W","    0",",,W","  300",",,W","  310",",,W","   45",",,W","   58",",,W",,,,,,,,,,
"USW00023275","2001-09-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  272",",,W","   94",",,W","   14",",,W"," 1927",",,W"," 1927",",,W","  183",",,W",,,"  350",",,W","  340",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-09-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  239",",,W","  106",",,W","   33",",,W"," 1359",",,W"," 1458",",,W","  172",",,W",,,"  300",",,W","  300",",,W","   72",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2001-09-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  278",",,W","   78",",,W","   16",",,W"," 1412",",,W"," 1411",",,W","  178",",,W",,,"  330",",,W","  330",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-09-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  328",",,W","   72",",,W","    9",",,W"," 1459",",,W"," 1502",",,W","  200",",,W",,,"  320",",,W","  330",",,W","   54",",,W","   63",",,W",,,,,,,,,,
"USW00023275","2001-09-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  383",",,W","   89",",,W","    9",",,W"," 1502",",,W"," 1611",",,W","  239",",,W",,,"  150",",,W","  200",",,W","   45",",,W","   58",",,W",,,,,,,,,,
"USW00023275","2001-10-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  394",",,W","  111",",,W","    6",",,W"," 1528",",,W"," 1513",",,W","  256",",,W","    0",",,W","  300",",,W","  310",",,W","   58",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-10-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  394",",,W","  117",",,W","    9",",,W"," 1443",",,W"," 1555",",,W","  256",",,W","    0",",,W","  310",",,W","  330",",,W","   67",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2001-10-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  383",",,W","  106",",,W","   11",",,W"," 1526",",,W"," 1525",",,W","  244",",,W","    0",",,W","  290",",,W","  290",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-10-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  267",",,W","  111",",,W","   26",",,W"," 1634",",,W"," 1634",",,W","  189",",,W","    0",",,W","   20",",,W","   30",",,W","   63",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2001-10-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  233",",,W","  111",",,W","   23",",,W"," 1639",",,W"," 1638",",,W","  172",",,W","    0",",,W","  340",",,W","  340",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2001-10-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  272",",,W","  122",",,W","   14",",,W"," 1541",",,W"," 1540",",,W","  200",",,W","    0",",,W","  310",",,W","  310",",,W","   67",",,W","   80",",,W",,,,,,,,,,
"USW00023275","2001-10-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  267",",,W","   83",",,W","   11",",,W"," 1602",",,W"," 1558",",,W","  178",",,W","    0",",,W","   30",",,W","   50",",,W","   54",",,W","   63",",,W",,,,,,,,,,
