"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WV07","WV07_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00023199","1958-02-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  117",",,X",,," 1930",",,X",,,,,,,"  158","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-02-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  106",",,X",,," 1212",",,X",,,,,,,"  360","W,,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-02-24","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","  117",",,X",,," 2342",",,X",,,,,,,"  248","W,,X",,,,,"  129",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00023199","1958-02-25","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  144",",,X",,," 0306",",,X",,,,,,,"  248","W,,X",,,,,"  247",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-02-26","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","  122",",,X",,," 0454",",,X",,,,,,,"  270","W,,X",,,,,"  149",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-02-27","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   72",",,X",,," 1030",",,X",,,,,,,"  360","W,,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-02-28","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   61",",,X",,," 1730",",,X",,,,,,,"  270","W,,X",,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-01","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   72",",,X",,," 1000",",,X",,,,,,,"  360","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-02","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X","    0",",,X","  206",",,X","   89",",,X",,," 1542",",,X",,,,,,,"  113","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-03","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   94",",,X",,," 1512",",,X",,,,,,,"   45","W,,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-04","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   94",",,X",,," 1418",",,X",,,,,,,"  360","W,,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-05","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   72",",,X",,," 2354",",,X",,,,,,,"  248","W,,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-06","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   13",",,X","    0",",,X","    0",",,X","  172",",,X","   89",",,X",,," 1512",",,X",,,,,,,"  225","W,,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-07","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X","    0",",,X","  183",",,X","   61",",,X",,," 0036",",,X",,,,,,,"  270","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-08","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","   56",",,X",,," 2318",",,X",,,,,,,"  248","W,,X",,,,,"  175",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-09","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   89",",,X",,," 0006",",,X",,,,,,,"  248","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-10","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   39",",,X",,," 1006",",,X",,,,,,,"   45","W,,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-11","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   15",",,X","    0",",,X","    0",",,X","  167",",,X","  100",",,X",,," 0248",",,X",,,,,,,"  248","W,,X",,,,,"  159",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-12","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   78",",,X",,," 2006",",,X",,,,,,,"  225","W,,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-13","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   89",",,X",,," 0812",",,X",,,,,,,"  270","W,,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-14","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  106",",,X",,," 1506",",,X",,,,,,,"  270","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-15","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   89",",,X",,," 1536",",,X",,,,,,,"  270","W,,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-16","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   53",",,X","    0",",,X","    0",",,X","  200",",,X","  133",",,X",,," 2218",",,X",,,,,,,"  270","W,,X",,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-17","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  139",",,X",,," 1518",",,X",,,,,,,"  248","W,,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-18","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  106",",,X",,," 0006",",,X",,,,,,,"  248","W,,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-19","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","  100",",,X",,," 1348",",,X",,,,,,,"   68","W,,X",,,,,"   57",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-20","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X","    0",",,X","  256",",,X","  111",",,X",,," 1536",",,X",,,,,,,"  248","W,,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-21","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X","    0",",,X","  272",",,X","  161",",,X",,," 0106",",,X",,,,,,,"  293","W,,X",,,,,"  144",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   20",",,X","    0",",,X","    0",",,X","  239",",,X","  139",",,X",,," 0130",",,X",,,,,,,"  248","W,,X",,,,,"  226",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   94",",,X",,," 2306",",,X",,,,,,,"  248","W,,X",,,,,"  195",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-24","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  122",",,X",,," 0012",",,X",,,,,,,"  248","W,,X",,,,,"  180",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-25","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  111",",,X",,," 1430",",,X",,,,,,,"   45","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-26","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  133",",,X",,," 2136",",,X",,,,,,,"  248","W,,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-27","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    3",",,X","    0",",,X","    0",",,X","  233",",,X","  111",",,X",,," 1542",",,X",,,,,,,"  270","W,,X",,,,,"  231",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-03-28","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  111",",,X",,," 0006",",,X",,,,,,,"  270","W,,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-29","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  106",",,X",,," 1612",",,X",,,,,,,"  248","W,,X",,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-30","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","  100",",,X",,," 1700",",,X",,,,,,,"  270","W,,X",,,,,"  149",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-03-31","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","  144",",,X",,," 1448",",,X",,,,,,,"  293","W,,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-01","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   91",",,X","    0",",,X","    0",",,X","  228",",,X","  122",",,X",,," 2006",",,X",,,,,,,"  248","W,,X",,,,,"  170",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-04-02","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","  106",",,X",,," 1430",",,X",,,,,,,"  248","W,,X",,,,,"  159",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-03","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X","    0",",,X","  222",",,X","  111",",,X",,," 1212",",,X",,,,,,,"  248","W,,X",,,,,"  236",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-04-04","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   83",",,X",,," 1506",",,X",,,,,,,"  293","W,,X",,,,,"  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-05","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   72",",,X",,," 2130",",,X",,,,,,,"  248","W,,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-06","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   72",",,X",,," 1512",",,X",,,,,,,"  270","W,,X",,,,,"  159",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-07","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   43",",,X","    0",",,X","    0",",,X","  172",",,X","  106",",,X",,," 0554",",,X",,,,,,,"  293","W,,X",,,,,"  206",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-04-08","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  100",",,X",,," 2106",",,X",,,,,,,"  270","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-09","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","  111",",,X",,," 0906",",,X",,,,,,,"  293","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-10","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  139",",,X",,," 1348",",,X",,,,,,,"  338","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-11","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  144",",,X",,," 0954",",,X",,,,,,,"  360","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-12","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  133",",,X",,," 1100",",,X",,,,,,,"  360","W,,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-13","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  128",",,X",,," 1200",",,X",,,,,,,"  315","W,,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-14","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  133",",,X",,," 1506",",,X",,,,,,,"  248","W,,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-15","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  328",",,X","  150",",,X",,," 2330",",,X",,,,,,,"  203","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-16","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","  200",",,X",,," 1748",",,X",,,,,,,"  135","W,,X",,,,,"  149",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-17","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  144",",,X",,," 1712",",,X",,,,,,,"  270","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-18","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  367",",,X","  150",",,X",,," 1912",",,X",,,,,,,"  270","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-19","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  378",",,X","  200",",,X",,," 1412",",,X",,,,,,,"  360","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-20","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  400",",,X","  217",",,X",,," 2136",",,X",,,,,,,"  270","W,,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-21","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  394",",,X","  222",",,X",,," 2030",",,X",,,,,,,"  248","W,,X",,,,,"  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  361",",,X","  217",",,X",,," 1854",",,X",,,,,,,"  270","W,,X",,,,,"  231",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","  183",",,X",,," 2000",",,X",,,,,,,"  248","W,,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-24","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","  150",",,X",,," 0006",",,X",,,,,,,"  248","W,,X",,,,,"  123",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-25","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  111",",,X",,," 1930",",,X",,,,,,,"  248","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-26","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  328",",,X","  167",",,X",,," 1736",",,X",,,,,,,"  248","W,,X",,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-27","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  328",",,X","  156",",,X",,," 1600",",,X",,,,,,,"  225","W,,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-28","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  200",",,X",,," 1606",",,X",,,,,,,"  225","W,,X",,,,,"  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-29","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  178",",,X",,," 1630",",,X",,,,,,,"  270","W,,X",,,,,"  164",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-04-30","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  178",",,X",,," 0048",",,X",,,,,,,"  248","W,,X",,,,,"  175",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-01","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","  167",",,X",,," 1554",",,X",,,,,,,"  270","W,,X",,,,,"  159",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-02","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  167",",,X",,," 1848",",,X",,,,,,,"  248","W,,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-03","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","  161",",,X",,," 0318",",,X",,,,,,,"  270","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00023199","1958-05-04","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  372",",,X","  183",",,X",,," 2024",",,X",,,,,,,"  248","W,,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-05","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  383",",,X","  211",",,X",,," 1942",",,X",,,,,,,"  248","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-06","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  372",",,X","  228",",,X",,," 1930",",,X",,,,,,,"  248","W,,X",,,,,"  175",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-07","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  317",",,X","  178",",,X",,," 1900",",,X",,,,,,,"  248","W,,X",,,,,"  118",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-08","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","  161",",,X",,," 0106",",,X",,,,,,,"  248","W,,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-09","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  167",",,X",,," 1854",",,X",,,,,,,"  113","W,,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-10","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   36",",,X","    0",",,X","    0",",,X","  244",",,X","  194",",,X",,," 0206",",,X",,,,,,,"  270","W,,X",,,,,"  154",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1958-05-11","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","  172",",,X",,," 1630",",,X",,,,,,,"  270","W,,X",,,,,"  195",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-12","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  161",",,X",,," 1906",",,X",,,,,,,"  248","W,,X",,,,,"  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-13","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","  150",",,X",,," 0000",",,X",,,,,,,"  270","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-14","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  161",",,X",,," 2036",",,X",,,,,,,"  270","W,,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-15","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  361",",,X","  178",",,X",,," 2148",",,X",,,,,,,"  248","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-16","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  383",",,X","  200",",,X",,," 2012",",,X",,,,,,,"  248","W,,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-17","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  406",",,X","  239",",,X",,," 1830",",,X",,,,,,,"  248","W,,X",,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-18","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  411",",,X","  256",",,X",,," 1912",",,X",,,,,,,"  248","W,,X",,,,,"  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-19","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  406",",,X","  239",",,X",,," 1512",",,X",,,,,,,"  158","W,,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-20","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  394",",,X","  206",",,X",,," 2400",",,X",,,,,,,"  293","W,,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-21","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  411",",,X","  228",",,X",,," 2024",",,X",,,,,,,"  270","W,,X",,,,,"  113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  400",",,X","  228",",,X",,," 1736",",,X",,,,,,,"  248","W,,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1958-05-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X","    0",",,X","  400",",,X","  272",",,X",,," 1924",",,X",,,,,,,"  270","W,,X",,,,,"  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
