"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00044412","1917-01-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-01-31","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6","   76",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   36",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  122",",,6","  127",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  102",",,6","  203",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  122",",,6","   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  196",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   46",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  239",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  173",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  119",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   13",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-02-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   10",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  114",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   91",",,6","   51",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US",,,"   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   13",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   30",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    8",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-03-31","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  185",",,6","   51",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   23",",,6","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  714",",,6","   51",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   71",",,6","   51",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   30",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   23",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   23",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-04-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   15",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  180",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    8",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   41",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   76",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   74",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    8",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   43",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    8",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-05-31","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1917-06-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
